ad_id,area,area_sqm,building_type,category,city,currency,detail_url,district,floor,floor_numeric,image_count,listing_date,listing_date_raw,listing_type,location_full,ownership_document,price,price_per_sqm,price_text,property_type,rooms,rooms_numeric,scraped_at,seller_category,seller_type,short_description,source_page,title,total_floors,total_floors_numeric,transaction_type
167151,92,92.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/92-sot-Senaye-Teyinatli-torpaq-satilir-adv167151.html,Baş Ələt,,,4,"dünən, 21:54","Dünən, 21:54",,Bakı♦Baş Ələt,Var,730000,7934.78,730 000 azn,land,,,2026-01-01T14:16:10.774260,agent,Vasitəçi(makler),"92 sot Sənaye Təyinatlı torpaq satılır
Ələtdə Trasdan 600...",1,92 sot Sənaye Təyinatlı torpaq satılır,,,other
167148,63,63.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/2-otaqli-Menziller-satilir-Azadliq-metro-etraf-adv167148.html,7-ci mikrorayon,5,5,9,"dünən, 21:54","Dünən, 21:54",,Bakı♦7-ci mikrorayon,Yoxdur,126000,2000.0,126 000 azn,apartment,2 otaq,2,2026-01-01T14:16:10.775905,agent,Vasitəçi(makler),"2 otaqlı Mənzillər satılır Azadliq metro ətrafı 
  Xəmsə ...",1,2 otaqlı Mənzillər satılır Azadliq metro ətraf,16,16,other
167138,64,64.0,,Yeni tikili binalar,Abşeron r.,AZN,https://qarabazar.az/2-otaqli-Mansard-Menzil-satilir-adv167138.html,Masazır,8,8,7,"dünən, 21:53","Dünən, 21:53",,Abşeron r.♦Masazır,Yoxdur,50000,781.25,50 000 azn,apartment,2 otaq,2,2026-01-01T14:16:10.777410,agent,Vasitəçi(makler),"2 otaqlı Mansard Mənzillər satılır Azadliq küşəsində
LİFT...",1,2 otaqlı Mansard Mənzil satılır,8,8,other
16508308,20,20.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/28-mayda-20kv-obyekt-icaresi-adv16508308.html,metro 28 May,,,5,"2025,-12-30","30 dekabr 2025, 23:39",,Bakı♦metro 28 May,,400,20.0,400 azn,commercial,,,2026-01-01T14:16:10.778819,agent,Vasitəçi(makler),Nəsimi rayonu 28may metrosunun yaxınlığı obyekt yaşayış bi...,1,28 mayda 20kv obyekt icaresi,,,rent
16508305,50,50.0,,Yeni tikili (новостройки),Bakı,AZN,https://qarabazar.az/Yasamalda-2-otagli-kiraye-menzil-20Ynvar-metrosunun-yani-adv16508305.html,Yasamal,14,14,11,"2025,-12-30","30 dekabr 2025, 14:44",Kiraye ev verirem,Bakı♦Yasamal,,699,13.98,699 azn,apartment,2 otaq,2,2026-01-01T14:16:10.779954,agent,Vasitəçi(makler),ilk defedi kiraye verilir. Fikri Ciddi olan Zeng etsin Unv...,1,Yasamalda 2 otagli kiraye menzil 20Ynvar metrosunun yani,18,18,other
16508296,,,,"Həyət evləri, Villa",Abşeron r.,AZN,https://qarabazar.az/Xirdalanda-3-otaqli-heyet-evi-satilir-adv16508296.html,Xırdalan,,,11,2025-12-30,30 dekabr 2025,,Abşeron r.♦Xırdalan,Yoxdur,62000,,62 000 azn,house,3 otaq,3,2026-01-01T14:16:10.781419,agent,Vasitəçi(makler),"Xırdalanda 3 otaqlı həyət evi satılır.

- Plan:  Ev orta...",1,Xirdalanda 3 otaqli heyet evi satilir,,,other
16508291,190,190.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaqli-temirli-menzil-satilir-adv16508291.html,metro İnşaatçılar,7,7,4,2025-12-29,29 dekabr 2025,,Bakı♦metro İnşaatçılar,Var,450000,2368.42,450 000 azn,apartment,4 otaq,4,2026-01-01T14:16:10.782981,agent,Vasitəçi(makler),"4 otaqlı təmirli mənzil satılır 190 kv.m
 10 /7-ci mərtəb...",1,4 otaqlı təmirli mənzil satılır,10,10,other
163434,,,,"Həyət evləri, Villa",Şamaxı,AZN,https://qarabazar.az/VILLA-satilir-Samaxi-rayonu-Kirovka-adv163434.html,,,,,2025-12-29,29 dekabr 2025,,Şamaxı,Var,325000,,325 000 azn,house,4 otaq,4,2026-01-01T14:16:10.784340,agent,Vasitəçi(makler),VİLLA satılır Şamaxı rayonu Kirovka-Nağaraxana kəndi 21 so...,1,VİLLA satılır Şamaxı rayonu Kirovka,,,other
150298,550000,550000.0,,Torpaq sahələri,İmişli,AZN,https://qarabazar.az/5500-hektar-erazi-sat-l-r-Aran-Region-adv150298.html,,,,2,2025-12-29,29 dekabr 2025,,İmişli,Var,5000000,9.09,5 000 000 azn,land,,,2026-01-01T14:16:10.785489,agent,Vasitəçi(makler),"Əkin ərazileri satílír ARAN Region
5500 hektar 40 illik �...",1,5500 hektar ərazi satílír Aran Region,,,other
151113,250,250.0,Bina altı,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/Restoran-sat-l-r-Xirdalanda-adv151113.html,Xırdalan,,,,2025-12-29,29 dekabr 2025,,Abşeron r.♦Xırdalan,,450000,1800.0,450 000 azn,commercial,,,2026-01-01T14:16:10.786598,agent,Vasitəçi(makler),"Restoran satılır 
   250 kv.m,tam avadanlıqla 
    Xırda...",1,Restoran satílír Xirdalanda,,,sale
159442,,,,"Həyət evləri, Villa",Astara,AZN,https://qarabazar.az/KOTTEC-VILLA-BULVAR-ASTARA-adv159442.html,,,,,2025-12-29,29 dekabr 2025,,Astara,Var,450000,,450 000 azn,house,5 otaq +,5,2026-01-01T14:16:10.787745,agent,Vasitəçi(makler),"2  KOTTEC   VILLA   satılır 10 sotda
 BULVAR ASTARA    45...",1,KOTTEC   VILLA  BULVAR ASTARA,,,other
148007,160,160.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-sat-l-r-adv148007.html,metro Xalqlar dostluğu,,,,2025-12-29,29 dekabr 2025,,Bakı♦metro Xalqlar dostluğu,,170000,1062.5,170 000 azn,commercial,,,2026-01-01T14:16:10.788935,agent,Vasitəçi(makler),"Obyekt satílír
Xalaqlar Dostluĝu metrodan 
Babek prospek...",1,Obyekt satílír,,,sale
151754,143,143.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/3-otaql-menzil-sat-l-r-Capayevde-adv151754.html,metro Cəfər Cabbarlı,16,16,,2025-12-29,29 dekabr 2025,,Bakı♦metro Cəfər Cabbarlı,Yoxdur,316000,2209.79,316 000 azn,apartment,3 otaq,3,2026-01-01T14:16:10.790093,agent,Vasitəçi(makler),"3 otaqlí menzil satílír
Tebriz küçesi Olimpus mtk
143 kv...",1,3 otaqlí menzil satílír Çapayevde,16,16,other
150237,185,185.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaqli-menzil-sat-l-r-Torqovida-adv150237.html,metro İçəri şəhər,3,3,2,2025-12-29,29 dekabr 2025,,Bakı♦metro İçəri şəhər,Var,920000,4972.97,920 000 azn,apartment,4 otaq,4,2026-01-01T14:16:10.791456,agent,Vasitəçi(makler),"4 otaqlı te'mirli menzil satílír
Torqovi 14/3 mertebede y...",1,4 otaqlı menzil satílír Torqovida,14,14,other
116939,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Villa-satilir-Ag-seher-adv116939.html,Qara şəhər,,,7,2025-12-29,29 dekabr 2025,,Bakı♦Qara şəhər,Var,1400000,,1 400 000 azn,house,5 otaq +,5,2026-01-01T14:16:10.792819,agent,Vasitəçi(makler),"Villa satılır
Ağ şəhər, H.Aslanov qəsəbə
3 mərtəbə + y.z...",1,Villa satılır Ağ şəhər,,,other
133250,600,600.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-Fitnesin-icaresinde-adv133250.html,9-cu mikrorayon,,,2,2025-12-29,29 dekabr 2025,,Bakı♦9-cu mikrorayon,,1100000,1833.33,1 100 000 azn,commercial,,,2026-01-01T14:16:10.794102,agent,Vasitəçi(makler),"Fitness club icarəsində olan Obyekt satılır
600 kv.m, 250...",1,Obyekt satılır Fitnesin icarəsində,,,sale
166488,20200,20200.0,,Torpaq sahələri,Xaçmaz,AZN,https://qarabazar.az/202-hektar-Erazi-sat-l-r-adv166488.html,,,,3,2025-12-29,29 dekabr 2025,,Xaçmaz,Var,500000,24.75,500 000 azn,land,,,2026-01-01T14:16:10.795183,agent,Vasitəçi(makler),"202 hektar Ərazi satílír 
         İllik gəliri 60 min ma...",1,202 hektar Ərazi satílír,,,other
159953,550,550.0,Ayrıca tikili,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-satilir-5-min-Icaresi-adv159953.html,Xırdalan,,,,2025-12-29,29 dekabr 2025,,Abşeron r.♦Xırdalan,,1500000,2727.27,1 500 000 azn,commercial,,,2026-01-01T14:16:10.796246,agent,Vasitəçi(makler),"Obyekt satilir 400 kv 
5 sotda. 5 min icareye verilir.
 ...",1,Obyekt satilir 5 min Icaresi,,,sale
139942,500,500.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Otel-sat-l-r-adv139942.html,Badamdar,,,2,2025-12-29,29 dekabr 2025,,Bakı♦Badamdar,,1100000,2200.0,1 100 000 azn,commercial,,,2026-01-01T14:16:10.797378,agent,Vasitəçi(makler),"Otel-hostel satílír
500 kv.m 
7 nòmre+1 Vip+resepşen+10 ...",1,Otel satílír,,,sale
167023,100,100.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/3-otaqli-menzil-satilir-Heyder-Eliyev-pr-adv167023.html,Montin,6,6,7,2025-12-29,29 dekabr 2025,,Bakı♦Montin,Var,320000,3200.0,320 000 azn,apartment,3 otaq,3,2026-01-01T14:16:10.798495,agent,Vasitəçi(makler),"3 otaqlı təmirli mənzil satılır 
   Heydər Əliyev prospek...",1,3 otaqlı mənzil satılır  Heydər Əliyev pr,8,8,other
155597,185,185.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaql-menzil-sat-l-r-Torqovida-k-adv155597.html,metro İçəri şəhər,3,3,2,2025-12-29,29 dekabr 2025,,Bakı♦metro İçəri şəhər,Var,920000,4972.97,920 000 azn,apartment,4 otaq,4,2026-01-01T14:16:10.799845,agent,Vasitəçi(makler),"4 otaqlı te'mirli menzil satílír
Torqovi 14/3 mertebede y...",1,4 otaqlí menzil satílír Torqovida k,14,14,other
16507728,14,14.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/14-sot-torpaq-sat-l-r-20-ci-sahe-adv16507728.html,20-ci sahə,,,,2025-12-29,29 dekabr 2025,,Bakı♦20-ci sahə,Var,1200000,85714.29,1 200 000 azn,land,,,2026-01-01T14:16:10.801210,agent,Vasitəçi(makler),"14 sot torpaq satílír
   Səbail rayonu 20-ci sahədə
Şəkill...",1,14 sot  torpaq  satílír  20-ci sahə,,,other
161405,177,177.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaqli-menzil-satilir-177-kv-adv161405.html,Bayıl,11,11,,2025-12-29,29 dekabr 2025,,Bakı♦Bayıl,Var,700000,3954.8,700 000 azn,apartment,4 otaq,4,2026-01-01T14:16:10.802378,agent,Vasitəçi(makler),"4 otaqlı mənzil satılır 177 kv
   Dənizə Mənzərə  Bayıl B...",1,4 otaqlı mənzil satılır 177 kv,14,14,other
140617,1860000,1860000.0,Ayrıca tikili,Satilan obyektler,Neftçala,AZN,https://qarabazar.az/FERMAL-186-hektar-yer-sat-l-r-adv140617.html,,,,2,2025-12-29,29 dekabr 2025,,Neftçala,,400000,0.22,400 000 azn,commercial,,,2026-01-01T14:16:10.803762,agent,Vasitəçi(makler),"FERMALÍ 186 hektar Ərazi satılır
Neftçala rayonu Kürsahil...",1,FERMALÍ 186 hektar yer satílír,,,sale
155236,608,608.0,Bina altı,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-Qeyri-Yasay-s-X-rdalan-Dairesi-adv155236.html,Xırdalan,,,3,2025-12-29,29 dekabr 2025,,Abşeron r.♦Xırdalan,,1800000,2960.53,1 800 000 azn,commercial,,,2026-01-01T14:16:10.804861,agent,Vasitəçi(makler),"Obyekt satílír pod mayak
Xírdalan Dairesi(Qafqaz Uni tere...",1,Obyekt Qeyri-Yaşayíş Xírdalan Dairesi,,,sale
164467,187,187.0,Ayrıca tikili,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-Pendir-sexi-adv164467.html,Badamdar,,,,2025-12-29,29 dekabr 2025,,Bakı♦Badamdar,,440000,2352.94,440 000 azn,commercial,,,2026-01-01T14:16:10.806015,agent,Vasitəçi(makler),"Obyekt və ya Ev üçün yer satılır
   Pendir sexi kimi fəal...",1,Obyekt  satılır  Pendir sexi,,,sale
159137,160,160.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-icare-verilir-adv159137.html,metro Xalqlar dostluğu,,,2,2025-12-29,29 dekabr 2025,,Bakı♦metro Xalqlar dostluğu,,600,3.75,600 azn,commercial,,,2026-01-01T14:16:10.807189,agent,Vasitəçi(makler),"Obyekt icarə verilir 
160 kv.m 
Xalqlardan maşín bazarin...",1,Obyekt icare verilir,,,rent
160063,300,300.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-te-cili-adv160063.html,Badamdar,,,,2025-12-29,29 dekabr 2025,,Bakı♦Badamdar,,300000,1000.0,300 000 azn,commercial,,,2026-01-01T14:16:10.808289,agent,Vasitəçi(makler),"Obyekt satilir Zirzəmi
300 kv, 3 faza H=3.2 m
işíq,kanal...",1,Obyekt satilir tə'cili,,,sale
155764,,,,"Həyət evləri, Villa",Abşeron r.,AZN,https://qarabazar.az/3-mertebeli-ev-satilir-Xirdalanda-adv155764.html,Xırdalan,,,,2025-12-29,29 dekabr 2025,,Abşeron r.♦Xırdalan,Var,195000,,195 000 azn,house,5 otaq +,5,2026-01-01T14:16:10.809456,agent,Vasitəçi(makler),"3 mərtəbəli ev satılır Xırdalanda bahalı yer
3 sotda pod ...",1,3 mərtəbəli ev satılır Xırdalanda,,,other
164139,12,12.0,,Torpaq sahələri,Şamaxı,AZN,https://qarabazar.az/12-sot-Erazi-satilir-Cuxuryurd-adv164139.html,,,,,2025-12-29,29 dekabr 2025,,Şamaxı,Var,45000,3750.0,45 000 azn,land,,,2026-01-01T14:16:10.810745,agent,Vasitəçi(makler),"12 sot Ərazi satılır Çıxarışlı fərdi tikinti
Şamaxıda Çux...",1,12 sot Ərazi satılır Çuxuryurd,,,other
149783,33,33.0,,Torpaq sahələri,İsmayıllı,AZN,https://qarabazar.az/Ivanovkada-33-sot-yer-sat-l-r-kohne-8-otaql-evle-adv149783.html,,,,2,2025-12-29,29 dekabr 2025,,İsmayıllı,Var,75000,2272.73,75 000 azn,land,,,2026-01-01T14:16:12.512141,agent,Vasitəçi(makler),"IVANOVKADA 33 sot 
Köhne 5 otaqlí evle satílír Çíxaríşlí ...",2,Ivanovkada 33 sot yer satílír kohne 8 otaqlí evle,,,other
155298,350,350.0,,Torpaq sahələri,Xızı,AZN,https://qarabazar.az/350-sot-yer-sat-l-r-Alt-a-acda-adv155298.html,,,,3,2025-12-29,29 dekabr 2025,,Xızı,Var,100000,285.71,100 000 azn,land,,,2026-01-01T14:16:12.513362,agent,Vasitəçi(makler),"3.5 hektar ərazi satílír
Altíaĝacda yol kenari
Xususi mu...",2,350 sot yer satílír Altíaĝacda,,,other
16508284,90,90.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/8mkrda-90kv-obyekt-icaresi-adv16508284.html,8-ci mikrorayon,,,12,2025-12-29,29 dekabr 2025,,Bakı♦8-ci mikrorayon,,1700,18.89,1 700 azn,commercial,,,2026-01-01T14:16:12.514508,agent,Vasitəçi(makler),"Binəqədi rayonu, 8mkr, azadlıq metrosu Obyekt yaşayış bina...",2,8mkrda 90kv obyekt icaresi,,,rent
16508282,1000,1000.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/xirdalanda-1000kv-obyekt-icareye-adv16508282.html,Xırdalan,,,9,2025-12-28,28 dekabr 2025,,Abşeron r.♦Xırdalan,,10000,10.0,10 000 azn,commercial,,,2026-01-01T14:16:12.515652,agent,Vasitəçi(makler),Xirdalan seheri AAAF park yasayiqw kompleksi yaxinliqinda ...,2,Xirdalanda 1000kv obyekt icareye,,,rent
16508281,,,,"Həyət evləri, villa",Bakı,AZN,https://qarabazar.az/Yasamal-rayonunda-2-otaqli-ev-kiraye-verilir-adv16508281.html,Alatava,,,5,2025-12-28,28 dekabr 2025,Kiraye ev verirem,Bakı♦Alatava,,150,,150 azn,house,2 otaq,2,2026-01-01T14:16:12.516793,owner,ƏMLAK sahibi,Yasamal rayonu 1 ci alatavada 2 otaqli ev kiraye verilir.E...,2,Yasamal rayonunda 2 otaqli ev kiraye verilir,,,other
16508280,1450,1450.0,Bina altı,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/xirdalanda-1450-v-obyekt-adv16508280.html,Xırdalan,,,5,2025-12-28,28 dekabr 2025,,Abşeron r.♦Xırdalan,,3800,2.62,3 800 azn,commercial,,,2026-01-01T14:16:12.518005,agent,Vasitəçi(makler),Xirdalan seheri AAAF PARK yasayiw kompleksi  yaxinliqinda ...,2,Xirdalanda 1450 v obyekt,,,rent
16508277,130,130.0,Bina altı,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/heyder-eliyev-pr-130kv-obyekt-icareye-verilir-adv16508277.html,Xırdalan,,,4,2025-12-28,28 dekabr 2025,,Abşeron r.♦Xırdalan,,3400,26.15,3 400 azn,commercial,,,2026-01-01T14:16:12.519280,agent,Vasitəçi(makler),Xirdalan rayonu Heyder eliyev pr de yol kenarinda yerlewen...,2,Heyder eliyev pr 130kv obyekt icareye verilir,,,rent
16508273,80,80.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Ayna-Sultanovda-80kv-obyekt-icaresi-adv16508273.html,8-ci mikrorayon,,,14,2025-12-28,28 dekabr 2025,,Bakı♦8-ci mikrorayon,,1000,12.5,1 000 azn,commercial,,,2026-01-01T14:16:12.520573,agent,Vasitəçi(makler),"Binəqədi rayonu, Ayna Sultanova heykəlinin yaxınlığı, yol ...",2,Ayna Sultanovda 80kv obyekt icaresi,,,rent
16508272,85,85.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/ecemi-naxcivani-kucesinde-gozelik-salonu-icareye-verilir-adv16508272.html,8-ci mikrorayon,,,10,2025-12-27,27 dekabr 2025,,Bakı♦8-ci mikrorayon,,1800,21.18,1 800 azn,commercial,,,2026-01-01T14:16:12.521742,agent,Vasitəçi(makler),8ci mikrarayon Ecemi Naxcivani kucesinde 85kvadratliq Qadi...,2,Ecemi naxcivani kucesinde gozelik salonu icareye verilir,,,rent
142574,250,250.0,Bina altı,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/RESTORAN-avadanliqla-sat-l-r-adv142574.html,Xırdalan,,,,2025-12-27,27 dekabr 2025,,Abşeron r.♦Xırdalan,,450000,1800.0,450 000 azn,commercial,,,2026-01-01T14:16:12.522853,agent,Vasitəçi(makler),"Restoran satılır 
   250 kv.m,tam avadanlıqla Xırdalanda...",2,RESTORAN avadanlıqla satílír,,,sale
161601,46,46.0,,Torpaq sahələri,Lənkəran,AZN,https://qarabazar.az/46-sot-EKIN-yeri-LENKERAN-adv161601.html,,,,,2025-12-27,27 dekabr 2025,,Lənkəran,Var,17000,369.57,17 000 azn,land,,,2026-01-01T14:16:12.524021,agent,Vasitəçi(makler),"46 sot ƏRAZİ  KƏND Təsərrüfatı Təyinatlı ƏKİN yeri
LƏNKƏR...",2,46 sot ƏKİN yeri LƏNKƏRAN,,,other
16507725,6,6.0,,Torpaq sahələri,Lənkəran,AZN,https://qarabazar.az/6-sot-torpaq-satilir-Lenkeran-Sitemurdov-adv16507725.html,,,,2,2025-12-27,27 dekabr 2025,,Lənkəran,Var,62000,10333.33,62 000 azn,land,,,2026-01-01T14:16:12.525167,agent,Vasitəçi(makler),"6 sot fərdi yaşayış torpağı satılır
Lənkəranda Sitəmurdov...",2,6 sot  torpaq satılır Lənkəran Sitəmurdov,,,other
167024,115,115.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/3-otaqli-menzil-satilir-adv167024.html,Bibi Heybət,16,16,13,2025-12-27,27 dekabr 2025,,Bakı♦Bibi Heybət,Var,250000,2173.91,250 000 azn,apartment,3 otaq,3,2026-01-01T14:16:12.526265,agent,Vasitəçi(makler),"3 otaqlı mənzil satılır 115 kv təmirli
Bibiheybət yolu 22 ...",2,3 otaqlı mənzil satılır,18,18,other
164470,31,31.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/31-sot-Erazi-satilir-Badamdar-adv164470.html,Badamdar,,,2,2025-12-27,27 dekabr 2025,,Bakı♦Badamdar,Var,1500000,48387.1,1 500 000 azn,land,,,2026-01-01T14:16:12.527567,agent,Vasitəçi(makler),"31 sot Ərazi satılır Dəniz-Şəhər Mənzərəli
      Badamdar...",2,31 sot Ərazi satılır  Badamdar,,,other
164146,180,180.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-9-mertebe-alti-ZIRZEMI-adv164146.html,Əhmədli,,,2,2025-12-27,27 dekabr 2025,,Bakı♦Əhmədli,,170000,944.44,170 000 azn,commercial,,,2026-01-01T14:16:12.528679,agent,Vasitəçi(makler),"Obyekt satılır 9 mərtəbə altı 180 kv-ZİRZƏMİ
Xalqlar Dost...",2,Obyekt satılır 9 mərtəbə altı ZİRZƏMİ,,,sale
131318,500,500.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Hostel-satilir-adv131318.html,Badamdar,,,,2025-12-27,27 dekabr 2025,,Bakı♦Badamdar,,1100000,2200.0,1 100 000 azn,commercial,,,2026-01-01T14:16:12.529801,agent,Vasitəçi(makler),"Hostel satılır və icarə verilir 
Badamdar : 6 nömrə 1 Vip...",2,Hostel  satılır,,,sale
158550,175,175.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/3-otaql-FULL-Deniz-menzere-menzil-sat-l-r-adv158550.html,Yasamal,15,15,7,2025-12-27,27 dekabr 2025,,Bakı♦Yasamal,Var,550000,3142.86,550 000 azn,apartment,3 otaq,3,2026-01-01T14:16:12.530955,agent,Vasitəçi(makler),"4-3 otaĝa çevrilmiş menzil satílír.Full Deniz menzereli
1...",2,3 otaqlí FULL Deniz menzere menzil satílír,16,16,other
158879,70,70.0,,Torpaq sahələri,Abşeron r.,AZN,https://qarabazar.az/70-sot-senaye-Neqliyyat-te-yinatl-QOBUDA-adv158879.html,Qobu,,,2,2025-12-27,27 dekabr 2025,,Abşeron r.♦Qobu,Var,650000,9285.71,650 000 azn,land,,,2026-01-01T14:16:12.532310,agent,Vasitəçi(makler),"70 sot Senaye,Neqliyyat te'yinatlí 
QOBUDA Herba Flora il...",2,70 sot senaye Neqliyyat te'yinatlí QOBUDA,,,other
163755,100,100.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/1-hektar-Torpaq-satilir-Pirsagida-adv163755.html,Pirşağı,,,2,2025-12-27,27 dekabr 2025,,Bakı♦Pirşağı,Var,2500000,25000.0,2 500 000 azn,land,,,2026-01-01T14:16:12.533492,agent,Vasitəçi(makler),"1 hektar Torpaq satılır 
Pirşağıda 4 yol ayrıcında
Obyek...",2,1 hektar Torpaq satılır  Pirşağıda,,,other
164090,100,100.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/1-hektar-Erazi-sat-l-r-Yeni-Suraxan-da-adv164090.html,Yeni Suraxanı,,,,2025-12-27,27 dekabr 2025,,Bakı♦Yeni Suraxanı,Var,700000,7000.0,700 000 azn,land,,,2026-01-01T14:16:12.534699,agent,Vasitəçi(makler),"1 hektar Ərazi satílír 
Yeni Suraxaní hasarín içində
   ...",2,1 hektar Erazi satílír Yeni Suraxanída,,,other
159227,1500,1500.0,Ayrıca tikili,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/RESTORAN-sat-l-r-adv159227.html,Xırdalan,,,,2025-12-27,27 dekabr 2025,,Abşeron r.♦Xırdalan,,3000000,2000.0,3 000 000 azn,commercial,,,2026-01-01T14:16:12.535821,agent,Vasitəçi(makler),"RESTORAN satílír
1500 kv, 5 sotda
Te'mir tam tehvil veri...",2,RESTORAN satílír,,,sale
155754,600,600.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-Fitnes-merkezi-adv155754.html,9-cu mikrorayon,,,,2025-12-27,27 dekabr 2025,,Bakı♦9-cu mikrorayon,,1100000,1833.33,1 100 000 azn,commercial,,,2026-01-01T14:16:12.536952,agent,Vasitəçi(makler),"Fitness club icarəsində olan Obyekt satılır
600 kv.m, 350...",2,Obyekt Fitnes mərkəzi,,,sale
146996,800000,800000.0,Ayrıca tikili,Satilan obyektler,Xızı,AZN,https://qarabazar.az/Badam-Uzum-ve-Encir-Ba-lar-sat-l-r-adv146996.html,,,,2,2025-12-27,27 dekabr 2025,,Xızı,,2000000,2.5,2 000 000 azn,commercial,,,2026-01-01T14:16:12.538078,agent,Vasitəçi(makler),"Badam Üzüm Encir baĝlarí satílír
20 hektar Badam ispan ve...",2,Badam Üzüm ve Encir Baĝlarí satílír,,,sale
162547,177,177.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaqli-menzil-satilir-Bayil-Bayraq-Meydani-adv162547.html,Bayıl,12,12,3,2025-12-27,27 dekabr 2025,,Bakı♦Bayıl,Var,700000,3954.8,700 000 azn,apartment,4 otaq,4,2026-01-01T14:16:12.539153,agent,Vasitəçi(makler),"4 otaqlı mənzil satılır Bayıl Bayraq Meydanında
A Kateqor...",2,4 otaqlı mənzil satılır Bayıl Bayraq Meydanı,13,13,other
166828,180,180.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/4-otaql-Mansard-menzil-sat-l-r-adv166828.html,metro Gənclik,23,23,9,2025-12-27,27 dekabr 2025,,Bakı♦metro Gənclik,Var,340000,1888.89,340 000 azn,apartment,4 otaq,4,2026-01-01T14:16:12.540511,agent,Vasitəçi(makler),"4 otaqlí Mansard menzil satílír 
Asan 1 arxasí,Möhsün Se...",2,4 otaqlí Mansard menzil satílír,23,23,other
159952,,,,"Həyət evləri, Villa",Şamaxı,AZN,https://qarabazar.az/Villa-satilir-Pirqulu-Avaxil-kendi-adv159952.html,,,,,2025-12-27,27 dekabr 2025,,Şamaxı,Var,380000,,380 000 azn,house,5 otaq +,5,2026-01-01T14:16:12.541868,agent,Vasitəçi(makler),"Villa satılır-Barter
Pirqulu Avaxli kəndi
Şamaxı rayonu...",2,Villa satilir Pirqulu Avaxil kendi,,,other
166993,400,400.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/4-hektar-erazi-sat-l-r-Diger-Te-yinatli-adv166993.html,Sahil,,,,2025-12-27,27 dekabr 2025,,Bakı♦Sahil,Var,2500000,6250.0,2 500 000 azn,land,,,2026-01-01T14:16:12.543103,agent,Vasitəçi(makler),"4 hektar erazi satílír 
   Diger Te'yinatli yer 
Xüsusi ...",2,4 hektar erazi satílír Diger Te'yinatli,,,other
130753,1400,1400.0,Ayrıca tikili,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-Market-satilir-adv130753.html,Zabrat,,,2,2025-12-27,27 dekabr 2025,,Bakı♦Zabrat,,2000000,1428.57,2 000 000 azn,commercial,,,2026-01-01T14:16:12.544449,agent,Vasitəçi(makler),"Obyekt satılır 1400 kv.m
Şəbəkə Market,Aylıgı 11.500 azn ...",2,Obyekt Market satılır,,,sale
