ad_id,area,area_sqm,building_type,category,city,currency,detail_url,district,floor,floor_numeric,image_count,listing_date,listing_date_raw,listing_type,location_full,ownership_document,price,price_per_sqm,price_text,property_type,rooms,rooms_numeric,scraped_at,seller_category,seller_type,short_description,source_page,title,total_floors,total_floors_numeric,transaction_type
166722,600,600.0,Bina altı,Kiraye / icare obyektler,Sumqayıt,AZN,https://qarabazar.az/Obyekt-icare-verilir-600-kv-Sumqayit-adv166722.html,,,,,2025-12-12,12 dekabr 2025,,Sumqayıt,,6000,10.0,6 000 azn,commercial,,,2026-01-01T14:16:19.153459,agent,Vasitəçi(makler),"Obyekt icarə verilir 600 kv.m 1-ci mərtəbə 
Sumqayıt şəh...",6,Obyekt icarə verilir 600 kv  Sumqayıt,,,rent
165661,500,500.0,,Torpaq sahələri,Xızı,AZN,https://qarabazar.az/5-hektar-Erazi-satilir-Gilezide-adv165661.html,,,,2,2025-12-12,12 dekabr 2025,,Xızı,Var,1000000,2000.0,1 000 000 azn,land,,,2026-01-01T14:16:19.154555,agent,Vasitəçi(makler),"5 hektar Ərazi satılır
Giləzidə Dənizə ""0"" Kənd T.T
Çıxa...",6,5 hektar Ərazi satılır Giləzidə,,,other
16507979,425,425.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-Nesimi-rayonu-adv16507979.html,Kubinka,,,9,2025-12-10,10 dekabr 2025,,Bakı♦Kubinka,,1360000,3200.0,1 360 000 azn,commercial,,,2026-01-01T14:16:19.155659,agent,Vasitəçi(makler),"Obyekt satılır Bakı şəhəri, Nəsimi rayonu 964-cü məhəllə, ...",6,Obyekt satılır Nəsimi rayonu,,,sale
16507978,70,70.0,,Yeni tikili binalar,Abşeron r.,AZN,https://qarabazar.az/Tam-Temirli-2-otaqli-Menzil-Satilir-adv16507978.html,Xırdalan,5,5,4,2025-12-10,10 dekabr 2025,,Abşeron r.♦Xırdalan,Yoxdur,123000,1757.14,123 000 azn,apartment,2 otaq,2,2026-01-01T14:16:19.156749,agent,Vasitəçi(makler),Xirdalan səhəri AAAF Park Yaşayiş kompleksində Tam Təmirli...,6,Tam Təmirli 2 otaqli Menzil Satilir,11,11,other
16507965,320,320.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-Nizami-rayonu-adv16507965.html,metro Qara Qarayev,,,4,2025-12-10,10 dekabr 2025,,Bakı♦metro Qara Qarayev,,240000,750.0,240 000 azn,commercial,,,2026-01-01T14:16:19.158078,agent,Vasitəçi(makler),"Obyekt satılır  Bakı şəhəri, Nizami rayonu
 Qara Qarayev ...",6,Obyekt satılır  Nizami rayonu,,,sale
16507959,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/4-otaqli-heyet-evi-110-m-Mastaga-adv16507959.html,Maştağa,,,4,2025-12-10,10 dekabr 2025,,Bakı♦Maştağa,Yoxdur,49500,,49 500 azn,house,4 otaq,4,2026-01-01T14:16:19.159219,agent,Vasitəçi(makler),"Sabunçu rayonu, Maştağa qəsəbəsi, 128 saylı məktəbin yaxın...",6,4 otaqlı həyət evi 110 m² Maştağa,,,other
167464,20,20.0,,Torpaq sahələri,Abşeron r.,AZN,https://qarabazar.az/20-sot-Sahibkarliq-Teyinatli-Torpaq-adv167464.html,Masazır,,,5,2025-12-10,10 dekabr 2025,,Abşeron r.♦Masazır,Var,260000,13000.0,260 000 azn,land,,,2026-01-01T14:16:19.160467,agent,Vasitəçi(makler),"20 sot  Sahibkarlıq Təyinatlı Torpaq satılır
Masazırda Se...",6,20 sot  Sahibkarlıq Təyinatlı Torpaq,,,other
167461,6,6.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/6-sot-Sixov-Cimerlikle-uzbeuz-adv167461.html,Bibi Heybət,,,4,2025-12-10,10 dekabr 2025,,Bakı♦Bibi Heybət,Var,180000,30000.0,180 000 azn,land,,,2026-01-01T14:16:19.161541,agent,Vasitəçi(makler),"6 sot Fərdi Yaşayış Torpağı satılır
Şıxov Çimərliklə üzb...",6,6 sot  Şıxov Çimərliklə üzbəüz,,,other
16507958,227,227.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/OBYEKT-SATILIR-227-m-Seherin-Merkezinde-adv16507958.html,metro 28 May,,,11,2025-12-09,09 dekabr 2025,,Bakı♦metro 28 May,,2550000,11233.48,2 550 000 azn,commercial,,,2026-01-01T14:16:19.162615,agent,Vasitəçi(makler),"Bakı şəhəri, Nəsimi rayonu, Lev Tolstoy küçəsində 191 nömr...",6,OBYEKT SATILIR 227 m² Şəhərin Mərkəzində,,,sale
16507957,54,54.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Ehmedlide-obyekt-satisi-adv16507957.html,Əhmədli,,,14,2025-12-09,09 dekabr 2025,,Bakı♦Əhmədli,,80000,1481.48,80 000 azn,commercial,,,2026-01-01T14:16:19.163722,agent,Vasitəçi(makler),Xətai rayonu Əhmədli metrosundan  10 dəqiqəlik piyada məsa...,6,Əhmədlidə obyekt satışı,,,rent
16507956,85,85.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/85-SOT-SENAYE-TEYINATLI-adv16507956.html,Lökbatan,,,4,2025-12-09,09 dekabr 2025,,Bakı♦Lökbatan,Var,1300000,15294.12,1 300 000 azn,land,,,2026-01-01T14:16:19.164793,agent,Vasitəçi(makler),"85 SOT SƏNAYE TƏYİNATLI,Çıxarışlı
Mayakla üzbəüz,yolun ək...",6,85 SOT SƏNAYE TƏYİNATLI,,,other
16507955,757,757.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-satilir-Hazir-Biznes-adv16507955.html,metro 28 May,,,5,2025-12-09,09 dekabr 2025,,Bakı♦metro 28 May,,4500000,5944.52,4 500 000 azn,commercial,,,2026-01-01T14:16:19.165922,agent,Vasitəçi(makler),"Obyekt satılır   Bakı şəhəri, Nəsimi rayonu  Bülbül prospe...",6,Obyekt satılır  Hazır Biznes,,,sale
16507954,43,43.0,Ayrıca tikili,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-icareye-verilir-adv16507954.html,Xırdalan,,,3,2025-12-09,09 dekabr 2025,,Abşeron r.♦Xırdalan,,450,10.47,450 azn,commercial,,,2026-01-01T14:16:19.167043,agent,Vasitəçi(makler),Xirdalan seheri AAAF PARK yasayis komleksinde Targovu kuce...,6,Obyekt icareye verilir,,,rent
16507951,2248,2248.0,Ayrıca tikili,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-sat-l-r-14-sotda-adv16507951.html,metro Nərimanov,,,10,2025-12-09,09 dekabr 2025,,Bakı♦metro Nərimanov,,4675000,2079.63,4 675 000 azn,commercial,,,2026-01-01T14:16:19.168142,agent,Vasitəçi(makler),"Bakı şəhəri, Nərimanov rayonu, Qarabağ küçəsi, 31 ünvanda ...",6,Obyekt satílír 14 sotda,,,sale
16507944,21,21.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/21-sot-torpaq-Albali-2-bag-massivinde-adv16507944.html,Maştağa,,,8,2025-12-09,09 dekabr 2025,,Bakı♦Maştağa,Yoxdur,110000,5238.1,110 000 azn,land,,,2026-01-01T14:16:19.169280,agent,Vasitəçi(makler),"Maştağa, Albalı-2 bağ massivində, əsas yoldan 800 metr məs...",6,21 sot torpaq Albalı-2 bağ massivində,,,other
16507941,22,22.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/8mkrda-anbar-icaresi-adv16507941.html,8-ci mikrorayon,,,5,2025-12-08,08 dekabr 2025,,Bakı♦8-ci mikrorayon,,250,11.36,250 azn,commercial,,,2026-01-01T14:16:19.170428,agent,Vasitəçi(makler),Binəqədi rayonu 8mkr Azadlıq metrosunundan 200 metr məsaf...,6,8mkrda anbar icaresi,,,rent
167411,48,48.0,,Yeni tikili binalar,Abşeron r.,AZN,https://qarabazar.az/1-2-3-otaqli-KATLAVANDAN-menziller-adv167411.html,Masazır,9,9,2,2025-12-08,08 dekabr 2025,,Abşeron r.♦Masazır,Yoxdur,50500,1052.08,50 500 azn,apartment,1 otaq,1,2026-01-01T14:16:19.171520,agent,Vasitəçi(makler),"1,2,3 otaqlı KATLAVANDAN mənzillər satılır
Masazır CİTY H...",6,"1,2,3 otaqlı KATLAVANDAN mənzillər",16,16,other
166675,22,22.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/22-sot-yer-sati-l-r-Bileceride-adv166675.html,Biləcəri,,,2,2025-12-08,08 dekabr 2025,,Bakı♦Biləcəri,Var,750000,34090.91,750 000 azn,land,,,2026-01-01T14:16:19.172869,agent,Vasitəçi(makler),"22 sot yer satiílír
9 mkr-Biləcəri sərhədləri
      750 ...",6,22 sot yer satiílír Bileceride,,,other
167415,125,125.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/Xemse-Palas-Katlavan-menzillerin-satisi-adv167415.html,7-ci mikrorayon,10,10,6,2025-12-08,08 dekabr 2025,,Bakı♦7-ci mikrorayon,Yoxdur,224500,1796.0,224 500 azn,apartment,4 otaq,4,2026-01-01T14:16:19.174010,agent,Vasitəçi(makler),"Xəmsə  Palas  Katlavan mənzillərin satışı 1800 azn
S.Sani...",6,Xəmsə  Palas  Katlavan mənzillərin satışı,16,16,other
16507936,,,,"Həyət evləri, villa",Abşeron r.,AZN,https://qarabazar.az/Kiraye-2-otaqli-heyet-evi-30-kv-adv16507936.html,Masazır,,,,2025-12-08,08 dekabr 2025,Kiraye ev verirem,Abşeron r.♦Masazır,,200,,200 azn,house,2 otaq,2,2026-01-01T14:16:20.819171,owner,ƏMLAK sahibi,Masazirda 2 otaqli ev kiraue verilir orta temirli kombi si...,7,Kirayə 2 otaqli heyet evi 30 kv,,,other
16507935,73,73.0,,Yeni tikili binalar,Abşeron r.,AZN,https://qarabazar.az/73-kv-menzil-satilir-adv16507935.html,Masazır,4,4,11,2025-12-08,08 dekabr 2025,,Abşeron r.♦Masazır,Var,103000,1410.96,103 000 azn,apartment,2 otaq,2,2026-01-01T14:16:20.820529,owner,ƏMLAK sahibi,Masazır dairesinde mərkəzdə 73 kv mənzil təcili satılır. M...,7,73 kv menzıl satılır,6,6,other
16507933,,,,"Həyət evləri, villa",Abşeron r.,AZN,https://qarabazar.az/Masazirda-kiraye-heyet-evi-adv16507933.html,Masazır,,,3,2025-12-08,08 dekabr 2025,Kiraye ev verirem,Abşeron r.♦Masazır,,350,,350 azn,house,2 otaq,2,2026-01-01T14:16:20.821925,owner,ƏMLAK sahibi,"Ev şexsi evimdir, yeni tikilidir. Kuxna mebeli , soyuducu ...",7,Masazırda kiraye heyet evi,,,other
16507928,39,39.0,,Köhnə tikili bina evləri,Bakı,AZN,https://qarabazar.az/resulzade-qesebesinde-2-otaqli-kiraye-verilir-adv16507928.html,metro Azadlıq pr,1,1,9,2025-12-07,07 dekabr 2025,Kiraye ev verirem,Bakı♦metro Azadlıq pr,,500,12.82,500 azn,apartment,2 otaq,2,2026-01-01T14:16:20.823161,agent,Vasitəçi(makler),Bineqedi rayonu Resulzade qesebesinde 3 mertebeli binanin ...,7,Resulzade qesebesinde 2 otaqli kiraye verilir,3,3,other
16507927,,,,"Həyət evləri, villa",Abşeron r.,AZN,https://qarabazar.az/goradil-qesebesinde-heyet-evi-kiraye-adv16507927.html,Görədil,,,10,2025-12-07,07 dekabr 2025,Kiraye ev verirem,Abşeron r.♦Görədil,,500,,500 azn,house,3 otaq,3,2026-01-01T14:16:20.824453,agent,Vasitəçi(makler),VASITECIYEM XIDMET HAQQI 20%TESKIL EDIR. Goradil qesebesin...,7,Goradil qesebesinde heyet evi kiraye,,,other
166606,,,,"Həyət evləri, Villa",Şamaxı,AZN,https://qarabazar.az/Samaxida-2-mertebeli-bag-evi-satilir-adv166606.html,,,,10,2025-12-07,07 dekabr 2025,,Şamaxı,Var,120000,,120 000 azn,house,4 otaq,4,2026-01-01T14:16:20.825769,owner,ƏMLAK sahibi,"TƏCİLİ SATILIR
 Şamaxı rayonu Çuxuryurd qəsəbəsi mərkəzin...",7,Şamaxıda 2 mərtəbəli bag evi satılır,,,other
16507924,25,25.0,,Torpaq sahələri,Bakı,AZN,https://qarabazar.az/25-sot-torpaq-adv16507924.html,Bilgəh,,,7,2025-12-07,07 dekabr 2025,,Bakı♦Bilgəh,Var,575000,23000.0,575 000 azn,land,,,2026-01-01T14:16:20.827096,agent,Vasitəçi(makler),"Bilgəhdə, 15-ci dalanda, dənizdən 600-700 m aralı 25 sot t...",7,25 sot torpaq,,,other
16507918,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/2-mertebeli-6-otaqli-ev-adv16507918.html,Badamdar,,,7,2025-12-06,06 dekabr 2025,,Bakı♦Badamdar,Var,400000,,400 000 azn,house,5 otaq +,5,2026-01-01T14:16:20.828273,agent,Vasitəçi(makler),"2 mərtəbəli 6 otaqlı  2 mətbəx 2 s.qovşaqlı
   300 kv  sa...",7,2 mərtəbəli 6 otaqlı ev,,,other
16507900,200,200.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/gozellik-salonu-icaresi-8mkrda-adv16507900.html,8-ci mikrorayon,,,11,2025-12-06,06 dekabr 2025,,Bakı♦8-ci mikrorayon,,2300,11.5,2 300 azn,commercial,,,2026-01-01T14:16:20.829534,agent,Vasitəçi(makler),"Qadın Salonu icarəsi
Binəqədi rayonu 8 mkr  obyekt ayrı t...",7,Gozellik salonu icaresi 8mkrda,,,rent
16507899,64,64.0,,Köhnə tikili,Bakı,AZN,https://qarabazar.az/2-otaqli-menzil-8-mkr-adv16507899.html,8-ci mikrorayon,2,2,9,2025-12-06,06 dekabr 2025,,Bakı♦8-ci mikrorayon,Var,185000,2890.62,185 000 azn,apartment,2 otaq,2,2026-01-01T14:16:20.830628,agent,Vasitəçi(makler),8-ci mikrorayonda metroya yaxın 2 otaqlı mənzil satılır. M...,7,"2 otaqlı mənzil, 8 mkr.",9,9,other
16507898,100,100.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/tbilisi-pr-obyekt-icaresi-adv16507898.html,metro Nizami,,,9,2025-12-06,06 dekabr 2025,,Bakı♦metro Nizami,,2000,20.0,2 000 azn,commercial,,,2026-01-01T14:16:20.831811,agent,Vasitəçi(makler),Yasamal rayonu   Tbilisi prospekti Kaspian plazaya yaxın  ...,7,Tbilisi pr obyekt icaresi,,,rent
167362,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Villa-Suvelanda-200m-5-otaqli-sat-l-r-adv167362.html,Şüvəlan,,,9,2025-12-06,06 dekabr 2025,,Bakı♦Şüvəlan,Var,330000,,330 000 azn,house,5 otaq +,5,2026-01-01T14:16:20.832869,agent,Vasitəçi(makler),"Villa Şüvelanda satílír
4 sotda,200 kv.m  5 otaqli full te...",7,Villa Şüvelanda 200m²  5 otaqli satílír,,,other
165586,50000,50000.0,Ayrıca tikili,Satilan obyektler,Neftçala,AZN,https://qarabazar.az/Fermali-Eraziler-satilir-Neftcala-seh-adv165586.html,,,,8,2025-12-06,06 dekabr 2025,,Neftçala,,1300000,26.0,1 300 000 azn,commercial,,,2026-01-01T14:16:20.834071,agent,Vasitəçi(makler),"Fermalı Ərazilər satılır
 Neftçala şəhərində
450 hektar ...",7,Fermalı Ərazilər satılır  Neftçala şəh.,,,sale
166655,170,170.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Zirzemi-obyekt-170-kv-adv166655.html,metro Xalqlar dostluğu,,,,2025-12-06,06 dekabr 2025,,Bakı♦metro Xalqlar dostluğu,,104000,611.76,104 000 azn,commercial,,,2026-01-01T14:16:20.835161,agent,Vasitəçi(makler),"Obyekt satílír
Yeni Binanín
 Zirzemisi. 170 kv
       1...",7,Zirzemi obyekt 170 kv,,,sale
165583,6000,6000.0,,Torpaq sahələri,Xızı,AZN,https://qarabazar.az/59-hektar-Erazi-satilir-Gilezide-Denize-0-adv165583.html,,,,,2025-12-06,06 dekabr 2025,,Xızı,Var,15000000,2500.0,15 000 000 azn,land,,,2026-01-01T14:16:20.836306,agent,Vasitəçi(makler),"60 hektar Ərazi satılır
Giləzidə Dənizə ""0""  
   15 mily...",7,"59 hektar Ərazi satılır Giləzidə Dənizə ""0""",,,other
16507883,70,70.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/genclikde-70kv-obyekt-icaresi-adv16507883.html,metro Gənclik,,,7,2025-12-06,06 dekabr 2025,,Bakı♦metro Gənclik,,550,7.86,550 azn,commercial,,,2026-01-01T14:16:20.837410,agent,Vasitəçi(makler),Nərimanov rayonu Gənclik metrosunun yaxınlığı  obyekt ayr...,7,Genclikde 70kv obyekt icaresi,,,rent
16507880,80,80.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Foto-studio-icaresi-adv16507880.html,metro Gənclik,,,12,2025-12-05,05 dekabr 2025,,Bakı♦metro Gənclik,,1500,18.75,1 500 azn,commercial,,,2026-01-01T14:16:20.838505,agent,Vasitəçi(makler),Nərimanov rayonu Karl Maks 51 saylı notarusun yaxınlığın o...,7,Foto studio icaresi,,,rent
16507876,1450,1450.0,Ayrıca tikili,Satilan obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-icareye-verilir-adv16507876.html,Xırdalan,,,4,2025-12-05,05 dekabr 2025,,Abşeron r.♦Xırdalan,,3000000,2068.97,3 000 000 azn,commercial,,,2026-01-01T14:16:20.839591,owner,ƏMLAK sahibi,"Xirdalan seherinde Tam Temirli Obyekt satilir 
cuzi isler...",7,Obyekt icareye verilir,,,sale
16507866,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-Memmedoglu-servisin-arxasinda-2-sotda-3-otaq-S-Q-adv16507866.html,Biləcəri,,,7,2025-12-05,05 dekabr 2025,,Bakı♦Biləcəri,Yoxdur,70000,,70 000 azn,house,3 otaq,3,2026-01-01T14:16:20.840729,agent,Vasitəçi(makler),"Biləcəridə Məmmədoğlu servisin arxasında 2 sotda 3 otaq, S...",7,"Biləcəridə Məmmədoğlu servisin arxasında 2 sotda 3 otaq, S/Q",,,other
16507863,133,133.0,Bina altı,Kiraye / icare obyektler,Abşeron r.,AZN,https://qarabazar.az/Obyekt-133-m-icareye-verilir-Xirdalanda-adv16507863.html,Xırdalan,,,5,2025-12-05,05 dekabr 2025,,Abşeron r.♦Xırdalan,,3400,25.56,3 400 azn,commercial,,,2026-01-01T14:16:20.841979,owner,ƏMLAK sahibi,Xirdalan seherinde Prospekde Obyekt icareye Verilir.Temirl...,7,Obyekt 133 m² icareye verilir Xırdalanda,,,rent
16507861,63,63.0,,Torpaq sahələri,Qusar,AZN,https://qarabazar.az/63-sot-torpaq-satilir-adv16507861.html,,,,3,2025-12-05,05 dekabr 2025,,Qusar,Var,1070000,16984.13,1 070 000 azn,land,,,2026-01-01T14:16:20.843116,agent,Vasitəçi(makler),"63 sot torpaq satılır  
    Əniq kəndi Şahdağ yolunda
  ...",7,63 sot torpaq satılır,,,other
16507860,81,81.0,,Torpaq sahələri,Qusar,AZN,https://qarabazar.az/81-sot-torpaq-satilir-Xususi-Mulk-adv16507860.html,,,,3,2025-12-05,05 dekabr 2025,,Qusar,Var,1460000,18024.69,1 460 000 azn,land,,,2026-01-01T14:16:20.844212,agent,Vasitəçi(makler),"81 sot torpaq satılır Xüsusi Mülkiyyət
        Əniq kəndi...",7,81 sot torpaq satılır Xüsusi Mülk,,,other
16507859,55,55.0,,Torpaq sahələri,Qusar,AZN,https://qarabazar.az/55-sot-yer-satilir-Xususi-Mulk-adv16507859.html,,,,3,2025-12-05,05 dekabr 2025,,Qusar,Var,1200000,21818.18,1 200 000 azn,land,,,2026-01-01T14:16:20.845315,agent,Vasitəçi(makler),"55 sot yer satılır Xüsusi Mülk 
          Əniq kəndi Əraz...",7,55 sot yer satılır Xüsusi Mülk,,,other
16507857,200,200.0,,Torpaq sahələri,Qusar,AZN,https://qarabazar.az/2-hektar-torpag-satilir-adv16507857.html,,,,3,2025-12-04,04 dekabr 2025,,Qusar,Var,4000000,20000.0,4 000 000 azn,land,,,2026-01-01T14:16:20.846428,agent,Vasitəçi(makler),"2 hektar torpağ satılır xüsusi mülkiyyət 
          Əniq ...",7,2  hektar torpağ satılır,,,other
16507856,45,45.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/28mayda-45kv-magaza-icaresi-adv16507856.html,metro 28 May,,,9,2025-12-04,04 dekabr 2025,,Bakı♦metro 28 May,,900,20.0,900 azn,commercial,,,2026-01-01T14:16:20.847554,agent,Vasitəçi(makler),Nəsimi rayonu 28 may metrosunun yaxınlığı obyekt yaşayış b...,7,28mayda 45kv magaza icaresi,,,rent
16507853,90,90.0,,Köhnə tikili,Bakı,AZN,https://qarabazar.az/3-otaqli-menzil-7-mkr-adv16507853.html,7-ci mikrorayon,3,3,7,2025-12-04,04 dekabr 2025,,Bakı♦7-ci mikrorayon,Var,163000,1811.11,163 000 azn,apartment,3 otaq,3,2026-01-01T14:16:20.848651,agent,Vasitəçi(makler),"Satılır
7-ci mikrorayon məktəbə, marketə yaxın 3 otaqlı+2...",7,"3 otaqlı mənzil, 7 mkr.",5,5,other
166506,128,128.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/Ev-Satilir-3-otaqli-temirli-menzil-Memar-Ecemi-adv166506.html,metro Memar Əcəmi,2,2,,2025-12-03,03 dekabr 2025,,Bakı♦metro Memar Əcəmi,Var,300000,2343.75,300 000 azn,apartment,3 otaq,3,2026-01-01T14:16:20.849919,owner,ƏMLAK sahibi,"Memar Əcəmi metrosuna, və Moskva univermagının yaxınlıgınd...",7,Ev Satilir 3 otaqlı təmirli mənzil Memar Əcəmi,16,16,other
16507833,260,260.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/Obyekt-Satilir-adv16507833.html,metro Memar Əcəmi,,,,2025-12-03,03 dekabr 2025,,Bakı♦metro Memar Əcəmi,,350000,1346.15,350 000 azn,commercial,,,2026-01-01T14:16:20.851304,owner,ƏMLAK sahibi,"20 Yanvar metrosuna qalxan yolda, 3 cü mikrorayon dairəsi ...",7,Obyekt Satilir,,,sale
16507828,30,30.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/8mkrda-30kv-obyekt-icaresi-adv16507828.html,8-ci mikrorayon,,,11,2025-12-02,02 dekabr 2025,,Bakı♦8-ci mikrorayon,,1300,43.33,1 300 azn,commercial,,,2026-01-01T14:16:20.852476,agent,Vasitəçi(makler),Binəqədi rayonu 8mkr Ayna Sultanova heykəlinə yaxın obyekt...,7,8mkrda 30kv obyekt icaresi,,,rent
16507827,100,100.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/azadliqda-100kv-obyekt-icaresi-adv16507827.html,8-ci mikrorayon,,,10,2025-12-02,02 dekabr 2025,,Bakı♦8-ci mikrorayon,,850,8.5,850 azn,commercial,,,2026-01-01T14:16:20.853596,agent,Vasitəçi(makler),Binəqədi rayonu Azadlıq metrosunun yaxınlığı obyekt ayrı t...,7,Azadliqda  100kv obyekt icaresi,,,rent
16507826,60,60.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/6mkrda-60kv-obyekt-icaresi-adv16507826.html,6-cı mikrorayon,,,4,2025-12-02,02 dekabr 2025,,Bakı♦6-cı mikrorayon,,500,8.33,500 azn,commercial,,,2026-01-01T14:16:22.714773,agent,Vasitəçi(makler),Binəqədi rayonu  6mkr Nəsimi metrosu Zərifə Əliyeva göz x�...,8,6mkrda 60kv obyekt icaresi,,,rent
16507817,130,130.0,,Yeni tikili (новостройки),Bakı,AZN,https://qarabazar.az/3-otagli-kiraye-ev-Yeni-Yasamal-adv16507817.html,Yeni Yasamal,2,2,12,2025-12-02,02 dekabr 2025,Kiraye ev verirem,Bakı♦Yeni Yasamal,,850,6.54,850 azn,apartment,3 otaq,3,2026-01-01T14:16:22.715932,agent,Vasitəçi(makler),Tam seraıtlı 3 otaglı kıraye menzıl real fıkrı olan nomre ...,8,3 otagli kiraye ev Yeni Yasamal,17,17,other
165014,,,,"Həyət evləri, Villa",Bakı,AZN,https://qarabazar.az/Bileceride-Kupcali-2-meretebe-6-otaqli-heyet-evi-adv165014.html,Biləcəri,,,12,2025-12-01,01 dekabr 2025,,Bakı♦Biləcəri,Var,190000,,190 000 azn,house,5 otaq +,5,2026-01-01T14:16:22.717200,agent,Vasitəçi(makler),"Biləcəridə Kupçalı 6 sotda 2 mərtəbə 6 otaq, S/Q və mətbəx...",8,Biləcəridə Kupçalı 2 mərətəbə 6 otaqlı həyət evi,,,other
16507812,2500,2500.0,Ayrıca tikili,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/3cu-mik-anbar-icareye-verilir-adv16507812.html,3-cü mikrorayon,,,4,2025-12-01,01 dekabr 2025,,Bakı♦3-cü mikrorayon,,11250,4.5,11 250 azn,commercial,,,2026-01-01T14:16:22.718448,agent,Vasitəçi(makler),VASTECIYEM XIDMET HAQQI 20%TESKIL EDIR. Nesimi rayonu 3cu ...,8,3cu mik anbar icareye verilir,,,rent
16507799,,,,"Həyət evləri, Villa",Abşeron r.,AZN,https://qarabazar.az/novxanida-bag-evi-satilir-adv16507799.html,Novxanı,,,9,2025-11-30,30 noyabr 2025,,Abşeron r.♦Novxanı,Var,198000,,198 000 azn,house,3 otaq,3,2026-01-01T14:16:22.719584,agent,Vasitəçi(makler),Absheron rayonu Novxani qesebesinde 14 sot torpaq sahesi o...,8,Novxanida bag evi satilir,,,other
16507794,41,41.0,Bina altı,Satilan obyektler,Bakı,AZN,https://qarabazar.az/7mkrda-41kv-obyekt-satisi-adv16507794.html,7-ci mikrorayon,,,10,2025-11-30,30 noyabr 2025,,Bakı♦7-ci mikrorayon,,350000,8536.59,350 000 azn,commercial,,,2026-01-01T14:16:22.720806,agent,Vasitəçi(makler),Binəqədi rayonu 7mkr Abay Kunanbayev küçəsi obyekt yaşay...,8,7mkrda 41kv obyekt satisi,,,sale
16507792,100,100.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/Ofis-icare-8-noyabr-metrosuna-yaxin-adv16507792.html,metro Memar Əcəmi,,,12,2025-11-29,29 noyabr 2025,,Bakı♦metro Memar Əcəmi,,1500,15.0,1 500 azn,commercial,,,2026-01-01T14:16:22.722070,agent,Vasitəçi(makler),Nəsimi rayonu  Ximqorodok 8 noyabr metrosuna yaxın  obyekt...,8,Ofis icare 8 noyabr metrosuna yaxın,,,rent
16507791,158,158.0,,Yeni tikili binalar,Bakı,AZN,https://qarabazar.az/mehemmed-hadi-kucesinde-4-otaqli-satlir-adv16507791.html,metro Həzi Aslanov,4,4,10,2025-11-29,29 noyabr 2025,,Bakı♦metro Həzi Aslanov,Var,330000,2088.61,330 000 azn,apartment,4 otaq,4,2026-01-01T14:16:22.723162,agent,Vasitəçi(makler),Xetai rayonu Mehemmed Hadi kucesinde metronun tam yaninda ...,8,Mehemmed hadi kucesinde 4 otaqli satlir,18,18,other
16507789,135,135.0,Bina altı,Kiraye / icare obyektler,Bakı,AZN,https://qarabazar.az/qara-qarayevde-135-kv-obyekt-icareye-verilir-adv16507789.html,metro Qara Qarayev,,,4,2025-11-29,29 noyabr 2025,,Bakı♦metro Qara Qarayev,,2000,14.81,2 000 azn,commercial,,,2026-01-01T14:16:22.724482,agent,Vasitəçi(makler),Nizami rayonu Mehdi Abbasov kucesinde yeni tikilininin 1ci...,8,Qara qarayevde 135 kv obyekt icareye verilir,,,rent
